<<<<<<< HEAD
id,sample_code,interviewer,site,classroom,sex,ethnicity,age,has_sibling,siblings,non_arb_impaired_assent,non_arb_impaired,non_arb_attention_check,non_arb_q_responses,non_arb_sped_60min,non_arb_distractions,arb_sped,test_envr_noisy,test_envr_chaotic,test_envr_interrupted,test_envr_distracted,test_envr,csd1,csd2,csd3,csd4,csd5,csd6,csd7,csd8,csd9,csd10,csd11,csd12,csd13,csd14,csd,unp_perceived1,unp_perceived2,unp_perceived3,unp_perceived4,unp_perceived5,unp_perceived6,unp_perceived,unp_interview_disrupted,unp_interview_figures,unp_interview_moves,vio_neighborhood1,vio_neighborhood2,vio_neighborhood3,vio_neighborhood4,vio_neighborhood5,vio_neighborhood6,vio_neighborhood7,vio_neighborhood,vio_fighting1,vio_fighting2,vio_fighting,ses_perceived1,ses_perceived2,ses_perceived3,ses_perceived4,ses_perceived5,ses_perceived6,ses_perceived7,ses_perceived,ses_school_wjms_fee,ses_school_wjms_hom,ses_school_wjms_frl,ses_school_wjms_rel,ses_interview_edu,ses_interview_occup,ses_school_freelunch,eco_shifting_correct,eco_shifting_re_rt,eco_shifting_sw_rt,eco_shifting_sc,abs_shifting_correct,abs_shifting_re_rt,abs_shifting_sw_rt,abs_shifting_sc,eco_updating_r1_correct,eco_updating_r2_correct,eco_updating_r3_correct,eco_updating_r4_correct,eco_updating_r5_correct,eco_updating,abs_updating_r1_correct,abs_updating_r2_correct,abs_updating_r3_correct,abs_updating_r4_correct,abs_updating_r5_correct,abs_updating
p0253,wjms,HH,wjms,ca_p4_2018,2,3,14,0,wjms_sibling_000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,6,5,1,2,1,1,1,1.1666666666666667,2,3,5,5,1,5,1,1,1,1,1,4,1,2.5,5,5,5,5,5,4,1,4.833333333333333,1,0,1,0,1.5,52.8787117004395,1,28,1101.375,1729.25,953.775641025641,30,1590.6875,2597.125,335.4835164835165,3,3,3,2,2,0.8666666666666667,3,3,3,1,3,0.8666666666666667
p0254,wjms,MJ,wjms,mo_p5_2018,1,1,14,0,wjms_sibling_000,0,0,0,0,0,0,0,1,1,2,1,1.25,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,1,2,2,2,1,1.6666666666666667,0,0,0,4,2,4,1,2,2,2,1.8571428571428572,1,2,1.5,4,4,4,5,5,4,2,4.333333333333333,0,0,0,0,2.5,53.55902671813965,0,21,589.1875,683.9375,62.33333333333337,27,999.6875,1355.625,204.3636363636365,1,3,2,2,0,0.5333333333333333,1,3,2,2,3,0.7333333333333333
p0255,wjms,MJ,wjms,mo_p5_2018,1,NA,14,0,wjms_sibling_000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,5,5,2,3,3,2,1,2,0,0,0,5,1,3,2,2,1,4,2,2,1,1.5,5,5,5,5,4,4,1,4.666666666666667,1,0,1,0,1.5,30.6978721618652,1,32,1142.625,1409.25,266.625,31,931.0625,1377,391.5528846153845,3,3,2,1,3,0.8,3,1,0,0,3,0.4666666666666667
p0256,wjms,MJ,wjms,pe_p7_2018,1,1,14,0,wjms_sibling_000,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,5,5,1,2,2,1,5,2,2,4,2,5,1,4,1,1,2,2,1.4285714285714286,3,1,2,4,5,4,5,1,2,2,3.5,0,1,0,0,2,47.9078941345215,1,30,981.75,1265.5,163.16483516483527,27,1118.9375,1048.3125,197.26666666666677,3,3,3,1,3,0.8666666666666667,3,3,3,3,2,0.9333333333333333
p0257,wjms,MJ,wjms,ca_p1_2018,2,1,15,0,wjms_sibling_000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,7,3,5,4,4,2,5,3.8333333333333335,3,4,5,5,2,3,2,1,2,2,1.8571428571428572,3,NA,3,4,4,3,3,2,2,3,3,0,0,0,0,1.5,34.243734359741204,0,30,1205.625,2024.8125,754.5435897435898,31,1295,1342.875,-104.71428571428578,2,3,3,2,2,0.8,3,3,2,2,2,0.8
p0258,wjms,MJ,wjms,wi_p6_2018,1,6,14,0,wjms_sibling_000,0,0,2,1,0,0,0,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,2,2,1,1,5,4,4,4,1,2,3,2.6666666666666665,1,2,3,3,1,1,1,1,1,1,1.8571428571428572,1,1,1,4,3,5,5,2,2,2,3.5,1,0,1,0,0,26.3472566604614,1,26,1249.625,1640.6875,150.9818181818182,23,1034.0625,842.9375,-125.19444444444446,3,1,1,1,2,0.5333333333333333,3,3,1,1,1,0.6
p0259,wjms,MK,wjms,wi_p4_2018,1,6,13,0,wjms_sibling_000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,4,1,3,2,2,3,2.1666666666666665,1,2,0,3,4,3,4,3,3,4,3.4285714285714284,7,5,6,4,4,4,3,2,3,3,3.3333333333333335,1,1,1,0,1,26.7107057571411,1,20,695.5,726.375,168.55555555555554,31,1847.625,1691.0625,73.98571428571427,1,3,2,3,0,0.6,0,3,2,1,1,0.4666666666666667
p0260,wjms,BM,wjms,wi_p7_2018,2,1,14,0,wjms_sibling_000,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,1,1,1,1,1,2,2,1,1,1,6,5,2,1,1,1,2,1.3333333333333333,1,5,2,4,2,3,1,1,2,1,1.7142857142857142,2,1,1.5,5,5,5,3,1,1,3,3.3333333333333335,0,0,1,0,1.5,34.33167266845705,1,31,1526,2110.6875,524.4285714285716,28,2198.5625,1890.875,-67.91666666666674,3,3,3,3,3,1,3,3,3,3,3,1
p0261,wjms,AG,wjms,wi_p4_2018,1,6,14,1,wjms_sibling_320,0,0,0,0,0,0,0,2,1,1,1,1.25,1,2,1,1,2,2,1,1,1,2,1,2,2,2,5,3,2,3,4,2,5,3.1666666666666665,0,0,1,5,1,5,1,1,1,1,1,3,2,2.5,5,5,5,5,4,3,1,4.5,0,0,1,0,1,51.822475433349595,1,30,1124.375,1620.9375,451.7857142857142,29,1265.3125,1246.1875,67.61538461538476,3,3,3,0,1,0.6666666666666666,2,3,3,3,1,0.8
p0262,wjms,HH,wjms,pe_p4_2018,1,1,14,0,wjms_sibling_000,0,0,0,0,1,0,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,4,5,1,2,1,1,1,1.1666666666666667,0,0,3,4,1,4,2,1,2,2,1.7142857142857142,2,2,2,4,5,4,4,3,3,1,3.8333333333333335,0,0,0,0,1.5,45.3092803955078,0,23,1137,1629.1875,22.948051948051898,25,933.9375,1114.125,-132,1,3,3,1,3,0.7333333333333333,0,2,2,1,1,0.4
p0263,wjms,MJ,wjms,pe_p7_2018,1,1,13,0,wjms_sibling_000,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,4,4,1,3,5,2,5,3,2,5,0,3,3,4,2,1,4,2,2.4285714285714284,3,1,2,5,5,5,5,1,1,3,3.6666666666666665,0,0,1,0,3,45.4062538146973,1,29,1130.125,1529.1875,431.60227272727275,30,1318,1303.625,230.3296703296703,3,3,3,2,2,0.8666666666666667,1,3,3,3,0,0.6666666666666666
p0264,wjms,MK,wjms,pe_p7_2018,1,1,13,0,wjms_sibling_000,0,0,0,0,0,0,0,2,1,1,1,1.25,2,1,2,2,1,2,1,2,1,2,2,1,2,2,13,5,1,1,1,1,1,1,0,0,0,5,1,5,1,1,1,1,1,1,1,1,5,5,5,5,4,2,1,4.333333333333333,0,0,0,0,3,59.92891120910645,0,31,1126.75,1603.5,383.0523809523809,27,1208.4375,963.1875,293.60909090909104,2,3,1,2,2,0.6666666666666666,3,3,3,3,3,1
p0265,wjms,MJ,wjms,pe_p3_2018,1,1,13,0,wjms_sibling_000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,13,5,1,3,1,2,3,1.8333333333333333,1,3,1,4,3,2,2,1,3,2,2.4285714285714284,2,1,1.5,4,5,5,5,2,3,2,4,1,0,1,0,NA,51.6233749389648,1,32,1067.25,1158.25,177.11666666666667,32,1024.6875,1070.6875,46,2,3,3,2,1,0.7333333333333333,1,3,2,0,3,0.6
p0266,wjms,MJ,wjms,wi_p4_2018,1,5,14,0,wjms_sibling_000,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1,2,13,5,4,3,2,1,1,2,1,3,2,5,1,5,1,1,2,2,1.2857142857142858,2,1,1.5,5,5,5,5,4,5,1,4.833333333333333,1,0,1,0,1,28.3558883666992,1,29,1417.3125,1979.5,296.5454545454545,30,1268.3125,1318.1875,164.10439560439568,2,3,3,1,2,0.7333333333333333,2,3,1,2,2,0.6666666666666666
p0267,wjms,MK,wjms,pe_p1_2018,2,1,14,0,wjms_sibling_000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,10,5,1,4,2,3,1,2,0,0,0,5,2,5,1,1,2,3,1.5714285714285714,2,1,1.5,5,5,5,5,4,4,1,4.666666666666667,0,0,0,0,2.5,49.8662815093994,0,30,991.6875,1373.5625,390.6761904761904,32,1221.25,1548.375,327.125,1,3,3,2,1,0.6666666666666666,3,3,3,2,2,0.8666666666666667
p0268,wjms,HH,wjms,mo_p1_2018,2,NA,15,1,wjms_sibling_050,0,0,NA,NA,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,2,37.9011688232422,1,22,817.4375,880.125,178.29870129870142,30,1597.625,1608.1875,73.04102564102573,1,2,1,1,2,0.4666666666666667,0,2,1,1,1,0.3333333333333333
p0269,wjms,MJ,wjms,pe_p7_2018,1,1,13,1,wjms_sibling_190,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,2,1,2,1,1,2,1,2,1,2,1,2,6,4,1,3,1,2,1,1.6666666666666667,0,0,0,5,1,4,2,1,2,2,1.5714285714285714,1,1,1,5,5,5,5,2,2,2,4,0,0,0,0,3,38.37598991394045,0,32,1909.5625,1842.25,496.91666666666674,30,1252.8125,1555.625,320.6358974358973,3,3,2,2,3,0.8666666666666667,2,3,3,1,3,0.8
p0270,wjms,MJ,wjms,ca_p1_2018,1,1,15,1,wjms_sibling_170,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,3,4,1,1,2,2,1,1.5,0,0,0,4,1,3,1,1,3,2,1.8571428571428572,3,2,2.5,4,3,4,5,2,2,5,3.3333333333333335,0,0,0,0,2,33.4560317993164,0,28,1657.0625,1957.3125,409.7662337662339,31,1188.4375,1515.375,310.2285714285713,3,3,3,2,3,0.9333333333333333,3,3,3,3,3,1
p0271,wjms,MJ,wjms,pe_p3_2018,1,1,14,0,wjms_sibling_000,0,0,0,0,0,0,0,3,1,1,1,1.5,1,1,2,2,1,2,1,2,2,2,2,1,2,2,13,5,1,1,1,1,1,1,0,0,0,5,1,4,1,1,1,1,1.1428571428571428,1,NA,1,5,5,5,5,4,4,1,4.666666666666667,0,0,0,0,2.5,46.8966674804688,0,29,1621,2036.5625,499.47619047619037,31,1286.5625,1915.8125,594.1333333333334,1,3,1,2,2,0.6,2,3,3,2,3,0.8666666666666667
p0272,wjms,MJ,wjms,wi_p6_2018,2,1,14,0,wjms_sibling_000,0,0,0,0,0,1,0,1,1,3,1,1.5,1,1,1,1,1,1,2,1,1,1,2,2,1,2,4,4,2,2,5,3,4,3,2,3,1,4,2,3,1,1,2,2,1.8571428571428572,1,1,1,3,3,3,3,2,2,3,2.6666666666666665,0,0,0,0,NA,27.77296924591065,0,31,1486.25,1537.625,237.61428571428587,31,876.4375,1179.625,101.87019230769226,3,3,2,2,3,0.8666666666666667,0,3,3,3,1,0.6666666666666666
p0273,wjms,BM,wjms,wi_p6_2018,2,2,15,0,wjms_sibling_000,0,0,0,0,0,0,0,2,1,2,1,1.5,1,1,1,2,1,2,1,1,2,1,2,1,1,1,8,3,2,4,2,1,1,2.1666666666666665,0,0,0,4,4,2,4,4,3,4,3.5714285714285716,4,1,2.5,4,4,4,4,1,2,4,3.1666666666666665,1,0,0,0,1,28.038161277771003,1,28,1964.1875,2334,732.310606060606,31,2071.0625,1586.75,-169.3571428571429,3,3,3,2,1,0.8,1,3,3,3,2,0.8
p0274,wjms,MJ,wjms,mo_p5_2018,1,1,14,0,wjms_sibling_000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,4,4,1,2,1,2,1,1.5,0,0,0,4,2,4,1,1,2,1,1.5714285714285714,4,2,3,5,5,5,5,3,3,1,4.333333333333333,0,0,0,0,3,48.758029937744155,0,26,1083.4375,1524.75,263.0999999999999,30,772.75,1115.5625,365.13846153846146,2,3,3,3,1,0.8,1,3,1,3,3,0.7333333333333333
p0275,wjms,BM,wjms,pe_p3_2018,1,1,14,0,wjms_sibling_000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,3,3,2,3,3,5,3.1666666666666665,2,5,5,3,3,2,4,1,3,5,3.2857142857142856,8,4,6,5,5,5,5,1,1,1,3.6666666666666665,0,0,0,0,2,42.93489837646485,0,29,1357.125,1711.25,172.0999999999999,30,1184.625,1282.25,48.07142857142844,3,3,1,3,2,0.8,0,3,3,3,2,0.7333333333333333
p0276,wjms,BM,wjms,pe_p3_2018,1,6,13,1,wjms_sibling_410,0,0,1,0,0,0,0,2,1,2,1,1.5,1,1,1,1,2,1,2,1,1,1,2,2,1,2,3,4,2,2,4,2,5,2.8333333333333335,2,6,0,5,2,4,1,1,1,1,1.2857142857142858,4,1,2.5,5,5,5,5,2,2,1,4,0,0,0,0,3,60.24576568603515,0,31,1014.75,1061.875,44.93333333333328,31,932.4375,987.3125,74.0625,3,3,3,3,3,1,3,3,3,3,3,1
p0277,wjms,BM,wjms,pe_p7_2018,1,1,14,0,wjms_sibling_000,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,2,1,1,2,1,1,2,2,2,1,2,6,3,1,5,4,2,5,3.3333333333333335,1,3,2,2,4,2,1,2,4,5,3.4285714285714284,3,3,3,4,3,3,4,1,2,5,2.8333333333333335,0,0,0,0,1.5,35.774900436401396,0,31,1204.8125,1624.75,341.26666666666665,30,1273.5625,1120.6875,-106.14285714285711,2,3,2,3,2,0.8,3,2,1,3,2,0.7333333333333333
p0278,wjms,MJ,wjms,wi_p6_2018,1,6,14,0,wjms_sibling_000,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,5,3,2,3,1,1,1.8333333333333333,0,0,0,4,2,4,2,1,1,2,1.7142857142857142,3,NA,3,5,5,5,4,2,2,2,3.8333333333333335,0,0,0,0,NA,29.6236047744751,0,30,1112.9375,1746.75,686.3846153846155,32,1181.75,1446.5625,264.8125,3,3,3,2,2,0.8666666666666667,3,3,3,3,2,0.9333333333333333
p0279,wjms,AG,wjms,wi_p7_2018,1,1,15,0,wjms_sibling_000,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,2,1,1,1,2,1,2,1,2,1,2,7,5,1,3,2,1,2,1.6666666666666667,1,4,0,4,2,4,2,1,2,2,1.8571428571428572,4,2,3,5,5,5,5,3,3,2,4.333333333333333,0,0,0,0,1.5,51.4520206451416,0,30,862.625,1092.625,237.21428571428578,26,787.1875,771.375,21.572727272727207,3,3,3,3,3,1,1,3,3,3,3,0.8666666666666667
p0280,wjms,AG,wjms,ca_p3_2018,2,1,14,1,wjms_sibling_080,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,5,1,2,2,2,4,2,2,8,3,5,1,4,1,1,1,1,1.1428571428571428,1,1,1,5,5,5,5,4,3,2,4.5,0,0,0,0,1,53.51986312866215,0,32,899.25,1270.125,370.875,31,858.6875,924.9375,57.73333333333335,2,3,3,2,3,0.8666666666666667,1,2,2,2,1,0.5333333333333333
p0281,wjms,AG,wjms,NA,2,1,15,1,wjms_sibling_030,0,0,0,0,0,0,0,3,2,2,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,4,3,3,1,1,1,1.8333333333333333,0,0,0,3,4,3,2,1,4,2,2.7142857142857144,2,2,2,4,4,4,5,3,3,2,3.8333333333333335,0,0,0,1,2.5,51.89169502258305,1,29,943.5,1237.3125,198.0952380952382,30,946.9375,932.0625,57,3,3,3,3,3,1,3,3,3,3,2,0.9333333333333333
p0282,wjms,AG,wjms,pe_p1_2018,1,1,13,0,wjms_sibling_000,0,0,0,0,0,0,0,3,1,1,1,1.5,1,1,1,2,1,1,1,2,1,2,2,2,1,2,8,3,1,2,1,4,3,2.3333333333333335,2,4,4,2,3,2,2,1,5,5,3.4285714285714284,1,1,1,3,4,5,5,1,1,4,3.1666666666666665,0,0,1,0,3,36.3636360168457,1,25,1086.25,1356.8125,234.77380952380952,24,555.375,641.25,-10.25,2,3,1,2,1,0.6,3,3,1,2,0,0.6
p0283,wjms,AG,wjms,pe_p4_2018,1,1,14,0,wjms_sibling_000,0,0,0,1,0,0,0,2,1,1,1,1.25,1,1,2,1,2,1,1,2,1,2,1,1,2,2,8,4,1,1,1,1,1,1.1666666666666667,1,3,0,5,1,2,1,1,1,1,1.4285714285714286,1,1,1,5,5,5,5,3,3,2,4.333333333333333,0,0,0,0,1,44.613029479980455,0,30,991.3125,1366.8125,400.8571428571428,30,1192.125,1213.75,16.56410256410254,3,3,3,3,1,0.8666666666666667,2,3,3,3,2,0.8666666666666667
p0284,wjms,AG,wjms,pe_p4_2018,2,1,13,0,wjms_sibling_000,0,0,0,0,0,2,0,2,1,1,1,1.25,1,1,1,2,1,1,2,1,1,2,2,2,1,2,6,4,4,2,2,2,1,2.1666666666666665,0,0,4,3,2,4,4,1,2,1,2.142857142857143,3,2,2.5,4,5,5,3,2,2,1,3.5,0,0,1,0,2,31.180979728698752,1,29,951.5,1104.8125,198.53846153846143,27,1022.5625,830.5625,-116.81818181818187,2,2,2,1,1,0.5333333333333333,2,2,1,2,1,0.5333333333333333
p0285,wjms,AG,wjms,pe_p3_2018,2,1,14,0,wjms_sibling_000,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,2,1,1,2,1,1,1,2,1,1,2,6,5,1,2,2,1,1,1.3333333333333333,0,0,0,5,2,4,2,1,2,1,1.5714285714285714,2,1,1.5,5,5,5,5,4,2,4,4.333333333333333,0,0,0,0,2,42.69863891601565,0,30,1123.8125,1350,239.75714285714298,31,1156.25,1101.75,-175.45238095238108,1,3,3,3,3,0.8666666666666667,2,3,3,3,3,0.9333333333333333
p0286,wjms,AG,wjms,pe_p7_2018,2,1,13,0,wjms_sibling_000,0,0,0,0,0,0,0,2,1,2,1,1.5,1,2,1,1,1,1,2,1,1,1,2,2,1,2,3,4,3,1,1,1,1,1.5,0,0,0,5,1,4,1,1,1,1,1.1428571428571428,3,1,2,5,5,5,5,3,3,2,4.333333333333333,0,0,0,0,3,62.2955436706543,0,28,1465.1875,1396.6875,-71.75757575757575,31,1213.5,1337.8125,-17.961538461538566,3,3,2,3,2,0.8666666666666667,3,3,3,1,1,0.7333333333333333
p0287,wjms,AG,wjms,pe_p7_2018,1,1,14,0,wjms_sibling_000,0,0,0,0,0,0,0,3,1,2,1,1.75,1,2,1,2,1,1,1,1,1,1,2,1,1,1,5,4,1,3,1,1,2,1.6666666666666667,2,3,2,4,2,4,1,1,2,3,1.8571428571428572,1,1,1,5,5,5,5,3,1,2,4,0,0,0,0,2,46.0310821533203,0,31,1323.0625,1697.3125,139.25238095238092,28,974.0625,1133.75,211.41666666666674,3,3,1,2,3,0.8,2,3,3,1,1,0.6666666666666666
p0288,wjms,AG,wjms,mo_p1_2018,2,1,14,0,wjms_sibling_000,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,2,1,1,2,1,1,1,2,1,1,2,6,1,4,5,5,2,4,4.166666666666667,2,3,3,4,3,5,4,2,2,3,2.4285714285714284,2,2,2,5,5,5,4,1,1,4,3.5,0,0,0,0,1.5,34.9025955200195,0,30,912.4375,1301.625,474.6428571428571,25,1617.6875,1110.125,-331.030303030303,1,3,1,2,3,0.6666666666666666,2,3,2,0,3,0.6666666666666666
p0289,wjms,HH,wjms,ca_p4_2018,2,6,14,0,wjms_sibling_000,0,0,1,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,3,5,2,3,1,1,1,1.5,0,0,0,5,1,4,1,1,1,1,1.1428571428571428,1,1,1,5,5,5,5,3,2,2,4.166666666666667,1,0,1,0,0,27.9369115829468,1,31,1360.125,1368.875,-17.933333333333394,31,1024.1875,1096.25,85.26666666666677,3,0,3,2,2,0.6666666666666666,2,3,3,2,3,0.8666666666666667
p0290,wjms,AG,wjms,pe_p2_2018,2,1,13,1,wjms_sibling_200,0,0,0,1,0,1,0,1,1,2,1,1.25,1,1,1,2,1,2,1,1,2,1,2,2,1,2,8,5,1,2,3,2,1,1.6666666666666667,1,2,3,5,1,2,1,1,1,1,1.4285714285714286,1,1,1,3,4,5,4,1,1,4,3,1,0,1,0,3,56.23448753356935,1,31,1240.0625,1847.0625,517.3660714285713,29,1490.0625,1681.375,499.07142857142867,1,3,2,0,3,0.6,3,3,3,1,2,0.8
p0291,wjms,AG,wjms,pe_p2_2018,1,1,13,0,wjms_sibling_000,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,8,5,1,4,1,1,1,1.5,0,0,0,5,2,4,1,1,1,2,1.4285714285714286,1,4,2.5,5,5,5,5,2,2,1,4,0,0,0,1,3,42.400434494018555,1,29,1038.25,1606.5,372.25,30,945.5,1759.3125,646.097435897436,3,3,1,2,2,0.7333333333333333,1,3,3,0,1,0.5333333333333333
p0292,wjms,BM,wjms,pe_p2_2018,1,1,14,0,wjms_sibling_000,0,0,1,0,0,0,0,2,1,1,1,1.25,2,1,2,2,1,2,1,2,2,2,2,1,2,2,14,5,2,2,1,2,1,1.5,0,0,0,4,1,4,1,1,1,2,1.4285714285714286,2,1,1.5,5,5,5,5,3,3,2,4.333333333333333,0,0,0,0,1.5,45.396511077880845,0,26,590.75,1032,-114.60000000000002,25,485.0625,439.5,-60.39999999999998,2,3,2,2,3,0.8,2,3,3,1,3,0.8
p0293,wjms,MJ,wjms,ca_p4_2018,1,1,14,0,wjms_sibling_000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,7,4,1,4,2,3,5,2.8333333333333335,1,5,4,4,1,4,1,1,1,4,1.7142857142857142,3,1,2,4,4,4,4,4,3,1,3.8333333333333335,0,0,1,0,2,56.45348358154295,1,26,1280.6875,1295.1875,-207.08080808080808,27,669.8125,755,88.72727272727275,2,3,1,2,1,0.6,2,2,0,2,1,0.4666666666666667
p0294,wjms,AG,wjms,pe_p7_2018,2,1,13,0,wjms_sibling_000,0,0,0,0,0,0,0,3,1,1,1,1.5,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,5,1,1,1,1,1,1,0,0,0,5,1,4,1,1,2,1,1.2857142857142858,1,1,1,5,5,5,5,3,3,1,4.333333333333333,0,0,0,0,0,42.1542549133301,0,30,1151.5,1536.5625,275.20000000000005,31,1530.6875,2040.875,559.2321428571429,1,3,2,2,2,0.6666666666666666,2,3,1,2,2,0.6666666666666666
p0295,wjms,AG,wjms,pe_p7_2018,1,1,13,0,wjms_sibling_000,0,0,0,1,0,0,0,3,1,1,1,1.5,2,1,1,2,2,1,1,2,1,1,1,1,2,2,8,5,1,4,2,2,1,1.8333333333333333,0,0,0,4,1,5,2,1,2,1,1.4285714285714286,3,1,2,4,4,4,5,2,1,3,3.3333333333333335,0,0,1,0,0,28.3558883666992,1,30,1266,1468.9375,60.71428571428578,26,923.6875,692.6875,-81.63333333333333,1,2,3,3,3,0.8,0,3,1,2,3,0.6
p0296,wjms,AG,wjms,pe_p3_2018,1,1,14,0,wjms_sibling_000,0,0,0,0,0,0,0,2,2,1,2,1.75,1,2,1,2,1,1,2,1,1,2,1,2,1,2,4,3,2,4,4,3,1,2.8333333333333335,0,0,2,4,2,4,2,1,4,3,2.2857142857142856,7,3,5,5,5,5,5,4,3,2,4.5,0,0,0,0,2,59.323722839355455,0,31,1091.4375,1283.375,353.6857142857144,29,868.0625,930.4375,-0.38461538461547207,3,3,3,3,3,1,2,3,2,3,3,0.8666666666666667
p0297,wjms,MJ,wjms,mo_p1_2018,2,1,15,1,wjms_sibling_410,0,0,0,0,1,1,1,3,1,1,2,1.75,1,2,1,2,1,1,1,1,1,2,1,2,1,2,5,3,2,3,3,3,4,3,2,3,1,4,1,3,1,1,2,1,1.5714285714285714,1,1,1,3,3,3,3,2,2,3,2.6666666666666665,0,0,0,0,1,36.7211894989014,0,20,597,672.3125,-25.555555555555543,25,753.25,983.75,148.10000000000002,2,3,3,2,2,0.8,2,3,2,2,1,0.6666666666666666
p0298,wjms,BM,wjms,wi_p7_2018,2,2,15,0,wjms_sibling_000,0,0,0,0,0,0,0,1,1,2,1,1.25,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,3,4,3,3,5,4,3.6666666666666665,3,2,8,2,4,1,3,3,5,5,4.142857142857143,3,3,3,4,3,3,3,1,1,4,2.5,1,1,1,0,1,44.2164192199707,1,29,1279.3125,1301.0625,96.71153846153857,30,1074.625,1261.375,205.1428571428571,3,3,1,3,2,0.8,3,3,3,2,2,0.8666666666666667
p0299,wjms,AG,wjms,pe_p7_2018,1,6,13,0,wjms_sibling_000,0,0,0,0,0,2,0,4,1,2,5,3,1,1,2,2,1,1,1,1,1,2,2,1,1,2,9,5,1,2,1,2,1,1.3333333333333333,0,0,0,2,4,2,5,4,5,5,4.428571428571429,8,3,5.5,3,4,5,4,1,3,1,3.3333333333333335,0,0,1,0,0,29.580027580261202,1,30,1938.9375,2205.6875,630.412087912088,32,1773.375,1542.6875,-28.112499999999955,3,3,3,1,3,0.8666666666666667,2,3,2,3,3,0.8666666666666667
p0300,wjms,AG,wjms,pe_p2_2018,1,1,13,0,wjms_sibling_000,0,0,0,0,0,2,0,3,1,7,3,3.5,2,1,2,2,1,2,1,1,1,1,2,2,2,2,10,5,1,2,1,3,4,2,2,6,2,3,2,3,2,1,3,3,2.4285714285714284,1,2,1.5,5,5,5,5,3,3,2,4.333333333333333,0,0,1,0,1,35.70238304138185,1,31,1230.5,1299.5,86.28571428571422,27,945.4375,1067.8125,-32.72727272727275,2,3,3,1,2,0.7333333333333333,2,1,2,1,1,0.4666666666666667
p0301,wjms,AG,wjms,pe_p2_2018,2,6,14,0,wjms_sibling_000,0,0,0,0,0,0,0,3,1,1,1,1.5,1,2,1,2,1,1,2,1,1,2,2,2,1,2,5,4,2,3,1,2,1,1.8333333333333333,0,0,1,5,1,4,1,1,1,1,1.1428571428571428,4,2,3,5,5,4,4,2,1,3,3.5,0,1,0,0,2.5,35.5810794830322,1,29,1106.75,1195.125,174.84615384615392,29,1076.875,1226.9375,126.77564102564111,3,3,3,3,3,1,3,3,3,1,2,0.8
